n,M0_mse,M1_eta_mse,M2_D_mse,M3_eta_D_mse,delta_D_vs_eta,delta_joint_vs_eta,pearson_y_lneta,spearman_y_lneta,pearson_y_lnD,spearman_y_lnD
13,0.12194183333333321,0.07463352529083286,0.06976995323149805,0.10307939898245383,0.004863572059334806,-0.02844587369162097,-0.6737782902471535,-0.7637362637362637,0.707727080570745,0.7967032967032966
