phi_deg,S_scalar,c1,c2,eig1,eig2,eig3,v_q,v_x1,v_x2,P_q,kappa_GH
0.0,1.0,0.5,0.0,-0.3903882032022076,0.6403882032022076,9.0,0.7882054380161092,0.6154122094026357,0.0,0.6212678125181665,0.6248105338438266
15.0,1.0,0.48296291314453416,0.7764571353075622,-0.4148639480098023,0.5981747771810728,9.06668917082873,0.8072734174778719,0.5864103806554577,0.06657698277883091,0.651690370310195,0.6440993308105543
30.0,1.0,0.43301270189221935,1.4999999999999998,-0.49034379758108344,0.496391245676626,9.243952551904458,0.855273731098013,0.5002329862125234,0.13518062147559637,0.7314931587271779,0.7002455290547438
45.0,1.0,0.3535533905932738,2.1213203435596424,-0.6129668401061206,0.3873820699224876,9.475584770183635,0.9066415394452826,0.371446713600079,0.20007113170771383,0.8219988865968754,0.7829219896081605
60.0,1.0,0.25000000000000006,2.598076211353316,-0.754242536161687,0.30764665517934866,9.696595880982339,0.9395089344401958,0.23388497495623646,0.25024145246284683,0.8826770378868435,0.8684713808819194
75.0,1.0000000000000002,0.12940952255126037,2.897777478867205,-0.8661114016761635,0.2636726109773088,9.852438790698856,0.9535885872630672,0.11056553225976158,0.2800786883551672,0.9093311932786278,0.9306510617629279
90.0,1.0,3.061616997868383e-17,3.0,-0.908326913195984,0.25,9.908326913195985,0.9570920264890529,-0.0,0.2897841486884301,0.9160251471689219,0.9530618622083165
