chi_ref,r,closed_form,independent_state_space,abs_error,rel_error
0.5,1.0,2.0,1.999999999999999,1.1102230246251565e-15,5.551115123125783e-16
1.0,0.2,2.32,2.3199999999999945,5.329070518200751e-15,2.2970131543968757e-15
0.2,3.0,22.4,22.40000000000009,9.237055564881302e-14,4.123685520036296e-15
2.0,1.0,3.5,3.4999999999999982,1.7763568394002505e-15,5.075305255429287e-16
0.7,0.01,2.1043571428571433,2.1043571428571357,7.549516567451064e-15,3.587564303462709e-15
0.5,0.0,2.0,2.0,0.0,0.0
